radeg,dedeg,nuvmag,e_nuvmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,uymag,e_uymag,uhmag,e_uhmag,ukmag,e_ukmag,2jmag,e_2jmag,2hmag,e_2hmag,2kmag,e_2kmag,extu,extg,extr,exti,extz,exty,extj,exth,extk,uvm2mag,e_uvm2mag,extnuv,extuvm2,logmstar,modelnuv_r,modelnuv_rcorr,deextrestnuvmag,deextrestrmag,smoothrestnuvmag,smoothrestrmag,modelu_r,modelu_rcorr,deextrestumag,smoothrestumag,modelu_i,modelu_icorr,deextrestimag,smoothrestimag,modelu_j,modelu_jcorr,deextrestjmag,smoothrestjmag,modelu_k,modelu_kcorr,deextrestkmag,smoothrestkmag,modelg_r,modelg_rcorr,deextrestgmag,smoothrestgmag,modelg_i,modelg_icorr,modelg_j,modelg_jcorr,modelg_k,modelg_kcorr,modelnuv_k,modelnuv_kcorr,kcorrr,f_a,f_b,cz,econame,r50,r90,b_a,mhidet,emhidet,mhilim,confused,mhi_corr,emhi_corr_rand,emhi_corr_sys,hitelescope,absrmag,modelabsrmag,absgmag,nuvmag_withoutasterisk,e_nuvmag_withoutasterisk,umag_withoutasterisk,e_umag_withoutasterisk,gmag_withoutasterisk,e_gmag_withoutasterisk,rmag_withoutasterisk,e_rmag_withoutasterisk,imag_withoutasterisk,e_imag_withoutasterisk,zmag_withoutasterisk,e_zmag_withoutasterisk,uymag_withoutasterisk,e_uymag_withoutasterisk,uhmag_withoutasterisk,e_uhmag_withoutasterisk,ukmag_withoutasterisk,e_ukmag_withoutasterisk,2jmag_withoutasterisk,e_2jmag_withoutasterisk,2hmag_withoutasterisk,e_2hmag_withoutasterisk,2kmag_withoutasterisk,e_2kmag_withoutasterisk,uvm2mag_withoutasterisk,e_uvm2mag_withoutasterisk,r50_in_kpc,r90_in_kpc,mu_delta,logmgas,logmgastype,loscmvgdist,vhel,fofgrp,fofgrpradeg,fofgrpdedeg,fofgrpcz,fofgrpn,fofgrpabsrmag,fofgrpgiantabsrmag,foflogmhvir,foflogmh200,fofgrpmhi,foffc,logmstarfofgrp,logmbaryfofgrp,foflogmhdyn,fofskycutoffflag,name,logmbary,g3grp_l,g3logmh_l,g3logmh200_l,g3grplogG_l,g3grplogS_l,g3grplogB_l,g3grpabsrmag_l,g3grpgiantabsrmag_l,g3grpmhi_l,g3cenmhi_l,g3satmhi_l,g3grpradeg_l,g3grpdedeg_l,g3grpcz_l,g3fc_l,g3grpngi_l,g3grpndw_l,g3grpnndens_l,g3grpedgeflag_l,g3grpnndens2d_l,g3grpedgeflag2d_l,g3grpedgescale2d_l,g3grptcross_l,g3logmhdyn_l,g3skycutoffflag_l
0.0135,-1.113,19.327,0.062,18.638,0.041,17.69,0.028,17.32,0.042,17.152,0.023,17.054,0.116,16.477,0.188,15.47,0.266,15.377,0.372,15.842,0.24,0.0,0.0,0.0,0.0,0.1863,0.1371,0.0994,0.0754,0.0535,0.0434,0.0326,0.0208,0.0133,0.0,0.0,0.3315,0.3404,8.524152656854628,1.7171583,1.2244492,-16.736,-17.961,-15.926,-17.643,1.1650982,0.91078186,-17.05,-16.478,1.3250332,0.99866486,-18.048,-17.803,2.449028,1.9921913,-19.042,-18.927,3.247696,2.7091331,-19.759,-19.726,0.26319695,0.14131927,-17.819,-17.38,0.42313194,0.22920227,1.5471268,1.2227287,2.3457947,1.9396706,3.799756,3.0228004,0.0066777444,0.0,1.0,6683.8,notineco,3.32,6.89,0.81,465045402.48229146,38872973.73360688,0.0,0,0.0,0.0,0.0,GBT,-17.714,-17.679,-17.383,19.327,0.062,18.638,0.041,17.69,0.028,17.32,0.042,17.152,0.023,17.054,0.116,16.477,0.188,15.47,0.266,15.377,0.372,15.842,0.24,0.0,0.0,0.0,0.0,0.0,0.0,1.49477216742243,3.1021024799820918,8.031537840405953,8.813623390901427,0.0,94.93624304893768,6539.979457397463,45820.0,0.0135,-1.1129999999999955,6683.800000000002,1.0,-17.714,-999.0,11.152901959985742,10.952901959985743,8.667495355223188,1.0,8.524152656854628,8.902741290174113,-999.0,0.0,rf0001,8.99360202240615,27960.0,11.165901959985742,10.966901959985742,8.813623390901427,8.524152656854628,8.99360202240615,-17.714,-999.0,8.667495355223188,8.667495355223188,-inf,0.0135,-1.1129999999999955,6683.800000000002,1.0,0.0,1.0,10.55646419903072,1.0,11.779332546711824,1.0,1.727553496580631,0.0,-999.0,0.0
1.1467,0.8486,20.986,0.178,18.62,0.032,17.084,0.021,16.33,0.021,15.942,0.021,15.666,0.023,14.918,0.173,0.0,0.0,13.461,0.348,14.526,0.086,14.27,0.294,12.718,0.438,0.1585,0.1166,0.0846,0.0642,0.0455,0.0369,0.0277,0.0177,0.0113,0.0,0.0,0.2821,0.2896,9.583934945171388,4.562955,3.7011728,-15.095,-18.796,-14.095,-18.657,2.168768,1.942894,-16.854,-16.489,2.502861,2.237175,-19.091,-18.992,3.8175297,3.4968853,-20.35,-20.306,4.7357025,4.3836784,-21.237,-21.224,0.6940403,0.5959244,-18.201,-17.963,1.0281334,0.8902054,2.342802,2.1499157,3.260975,3.0367088,7.1298895,6.1419573,-0.016772471,0.0,1.0,6583.8,notineco,3.11,9.78,0.6,0.0,0.0,133517612.53319338,0,0.0,0.0,0.0,AO,-18.656,-18.692,-17.934,20.986,0.178,18.62,0.032,17.084,0.021,16.33,0.021,15.942,0.021,15.666,0.023,14.918,0.173,0.0,0.0,13.461,0.348,14.526,0.086,14.27,0.294,12.718,0.438,0.0,0.0,1.3798286613529585,4.339139648884866,9.530090645873791,8.271666593674398,0.0,93.52296391284187,6434.964529752281,45821.0,1.1467,0.8485999999999997,6583.800000000003,1.0,-18.656,-999.0,11.323901959985744,11.131901959985743,8.12553855799616,1.0,9.583934945171388,9.598792184755856,-999.0,0.0,rf0002,9.604595627753472,27961.0,11.377901959985744,11.188901959985744,8.271666593674398,9.583934945171388,9.604595627753472,-18.656,-999.0,8.12553855799616,8.12553855799616,-inf,1.1467,0.8485999999999997,6583.800000000003,1.0,0.0,1.0,9.316894620850267,1.0,10.999807807649397,1.0,1.6811191798376761,0.0,-999.0,0.0
2.3154,0.8126,20.143,0.046,18.888,0.031,17.721,0.021,17.073,0.023,16.776,0.021,16.513,0.03,15.795,0.153,14.69,0.074,14.495,0.104,15.332,0.111,14.718,0.109,14.353,0.09,0.1317,0.0969,0.0703,0.0533,0.0378,0.0307,0.023,0.0147,0.0094,0.0,0.0,0.2344,0.2406,9.002584104280103,2.8780756,1.490654,-16.537,-18.027,-14.771,-17.649,1.7305422,1.1453552,-16.882,-15.918,2.0286036,1.3430004,-18.225,-17.947,3.351636,2.5198803,-19.402,-19.27,4.2663164,3.3426018,-20.224,-20.185,0.5642967,0.32790375,-17.699,-17.084,0.8623581,0.52554893,2.1853905,1.7024288,3.100071,2.5251503,5.41385,3.6879005,-0.009983135,0.0,1.0,5962.9,notineco,1.73,4.04,0.94,637772392.3277333,49542258.32359115,0.0,0,0.0,0.0,0.0,AO,-17.681,-17.68,-17.059,20.143,0.046,18.888,0.031,17.721,0.021,17.073,0.023,16.776,0.021,16.513,0.03,15.795,0.153,14.69,0.074,14.495,0.104,15.332,0.111,14.718,0.109,14.353,0.09,0.0,0.0,0.6969107765350432,1.6274679405789452,9.291597049657014,8.950793751401694,0.0,84.74305807813714,5817.015801233537,45822.0,2.3154,0.8126000000000048,5962.900000000001,1.0,-17.681,-999.0,11.146901959985744,10.945901959985743,8.804665715723456,1.0,9.002584104280103,9.215833189636957,-999.0,0.0,rf0003,9.278490477407969,27962.0,11.158901959985743,10.958901959985743,8.950793751401694,9.002584104280103,9.278490477407969,-17.681,-999.0,8.804665715723456,8.804665715723456,-inf,2.3154,0.8126000000000048,5962.900000000001,1.0,0.0,1.0,9.48476957606928,1.0,10.736325769277931,1.0,1.8196683017986452,0.0,-999.0,0.0
2.956,-1.087,17.36,0.02,16.198,0.027,15.204,0.022,14.612,0.027,13.802,0.028,14.267,0.093,14.54,0.379,13.42,0.26,13.273,0.868,13.242,0.511,13.093,0.145,14.113,0.98,0.1957,0.144,0.1044,0.0792,0.0561,0.0455,0.0342,0.0219,0.0139,0.0,0.0,0.3482,0.3575,9.6834617088449,2.4479542,2.321745,-17.975,-20.297,-17.833,-20.281,1.5298367,1.492094,-18.805,-18.751,1.7286053,1.6860294,-20.491,-20.48,2.8199081,2.7709827,-21.576,-21.571,3.5305939,3.4783974,-22.283,-22.282,0.44089317,0.42777443,-19.869,-19.84,0.6396618,0.6217098,1.7309647,1.7066631,2.4416504,2.4140778,4.4487114,4.3080482,-0.0012936519,0.0,1.0,6365.9,notineco,15.28,33.3,0.95,4536557803.918979,579135038.7981676,0.0,0,0.0,0.0,0.0,S05-AO,-20.319,-20.315,-19.767,17.36,0.02,16.198,0.027,15.204,0.022,14.612,0.027,13.802,0.028,14.267,0.093,14.54,0.379,13.42,0.26,13.273,0.868,13.242,0.511,13.093,0.145,14.113,0.98,0.0,0.0,6.560728288219212,14.297922251158363,7.957035357773994,9.802854484620868,0.0,90.44267702950944,6229.022846184194,45823.0,2.9559999999999995,-1.0869999999999995,6365.900000000001,1.0,-20.319,-20.319,11.747901959985745,11.573901959985744,9.65672644894263,1.0,9.6834617088449,9.971329770610687,-999.0,0.0,rf0004,10.048278050985516,27340.0,11.820901959985743,11.649901959985742,9.802854484620868,9.6834617088449,10.048278050985516,-20.319,-20.319,9.65672644894263,9.65672644894263,-inf,2.9559999999999995,-1.0869999999999997,6365.900000000001,1.0,1.0,0.0,8.998748450003651,1.0,10.320617060829784,1.0,1.9159970781592404,0.0,-999.0,0.0
3.0254,-0.4152,18.961,0.085,15.902,0.05,14.208,0.02,13.404,0.02,12.998,0.023,12.726,0.022,11.987,0.073,0.0,0.0,0.0,0.0,11.477,0.05,10.749,0.131,10.544,0.058,0.1603,0.1179,0.0855,0.0649,0.046,0.0373,0.028,0.0179,0.0114,0.0,0.0,0.2852,0.2929,10.641717427813596,5.3570356,4.6077538,-16.717,-21.325,-15.857,-21.214,2.3419285,2.18433,-19.14,-18.872,2.6938324,2.5064507,-21.647,-21.566,4.093931,3.862587,-23.003,-22.966,5.0299263,4.7728386,-23.913,-23.902,0.7523861,0.683239,-20.641,-20.462,1.10429,1.0053596,2.5043888,2.361496,3.440384,3.2717476,8.045033,7.1962624,-0.01585265,0.0,1.0,5565.4,notineco,8.21,29.02,0.66,0.0,0.0,948940319.5970546,0,0.0,0.0,0.0,GBT,-21.212,-21.243,-20.441,18.961,0.085,15.902,0.05,14.208,0.02,13.404,0.02,12.998,0.023,12.726,0.022,11.987,0.073,0.0,0.0,0.0,0.0,11.477,0.05,10.749,0.131,10.544,0.058,0.0,0.0,3.0917813167312778,10.928561974609217,9.977527725538703,9.123366935476763,0.0,79.11777660985477,5426.044638545482,45824.0,3.0253999999999994,-0.415199999999998,5565.400000000001,1.0,-21.212,-21.212,12.118901959985743,11.958901959985743,8.977238899798525,1.0,10.641717427813596,10.65102091440109,-999.0,0.0,rf0005,10.654687213136695,27341.0,12.135901959985743,11.976901959985742,9.123366935476763,10.641717427813596,10.654687213136695,-21.212,-21.212,8.977238899798525,8.977238899798525,-inf,3.0253999999999994,-0.41519999999999807,5565.400000000001,1.0,1.0,0.0,10.2001710137993,1.0,11.370003697790798,1.0,1.1622890682318414,0.0,-999.0,0.0
4.1918,-1.1083,20.258,0.035,18.527,0.087,17.267,0.022,16.647,0.023,16.302,0.03,16.089,0.036,15.501,0.421,14.947,0.183,14.61,0.646,15.384,0.262,14.593,0.104,14.095,0.237,0.25,0.184,0.1334,0.1012,0.0717,0.0582,0.0437,0.0279,0.0178,0.0,0.0,0.4449,0.4568,9.1416700262988,3.3312254,2.9373713,-15.135,-18.072,-14.663,-17.994,1.7736835,1.6475945,-16.425,-16.22,2.0316772,1.8824978,-18.307,-18.252,3.201725,3.0208836,-19.446,-19.422,3.9702225,3.7724571,-20.197,-20.19,0.53040886,0.47409058,-17.598,-17.463,0.78840256,0.7089939,1.9584503,1.8473797,2.7269478,2.5989532,5.5277643,5.062234,-0.005928015,0.0,1.0,5543.7,notineco,4.68,13.39,0.94,0.0,0.0,46950112.585235015,0,0.0,0.0,0.0,AO,-18.009,-18.023,-17.44,20.258,0.035,18.527,0.087,17.267,0.022,16.647,0.023,16.302,0.03,16.089,0.036,15.501,0.421,14.947,0.183,14.61,0.646,15.384,0.262,14.593,0.104,14.095,0.237,0.0,0.0,1.755710056522049,5.023281550604752,8.80588851922125,7.817764673709286,0.0,78.81058722868526,5409.9785430368975,45825.0,4.1918,-1.108299999999999,5543.700000000001,1.0,-18.009,-999.0,11.206901959985744,11.009901959985744,7.671636638031048,1.0,9.1416700262988,9.156140921059365,-999.0,0.0,rf0006,9.161796915232028,27963.0,11.233901959985744,11.037901959985742,7.817764673709286,9.1416700262988,9.161796915232028,-18.009,-999.0,7.671636638031048,7.671636638031048,-inf,4.1918,-1.108299999999999,5543.700000000001,1.0,0.0,1.0,10.523908804520095,1.0,11.407347553074,1.0,1.7804878048780488,0.0,-999.0,0.0
4.2865,-0.958,18.001,0.016,16.811,0.027,15.542,0.02,14.947,0.02,14.634,0.029,14.423,0.038,13.598,0.057,12.72,0.232,0.0,0.0,13.202,0.16,12.686,0.167,12.228,0.262,0.194,0.1427,0.1035,0.0785,0.0557,0.0452,0.0339,0.0217,0.0138,0.0,0.0,0.3451,0.3544,9.80225337620297,2.831295,1.8310127,-18.295,-20.126,-16.924,-19.756,1.705513,1.2632713,-18.863,-18.05,1.9821606,1.4457035,-20.309,-20.032,3.2776508,2.5908089,-21.454,-21.328,4.1680984,3.3917427,-22.255,-22.218,0.5180435,0.32432938,-19.802,-19.238,0.7946911,0.50676155,2.0901814,1.6518669,2.980629,2.4528008,5.2938805,3.959484,-0.0069407267,0.0,1.0,5811.1,notineco,10.3,19.42,0.61,1766597558.3826694,80022574.23730408,0.0,0,0.0,0.0,0.0,GBT,-19.783,-19.786,-19.227,18.001,0.016,16.811,0.027,15.542,0.02,14.947,0.02,14.634,0.029,14.423,0.038,13.598,0.057,12.72,0.232,0.0,0.0,13.202,0.16,12.686,0.167,12.228,0.262,0.0,0.0,4.046082377603085,7.628632987674941,8.339473804797379,9.393265661540438,0.0,82.5952414924856,5677.022297586445,46321.0,4.2865,-0.9579999999999927,5811.1,1.0,-19.783,-19.783,11.584901959985745,11.404901959985745,9.2471376258622,1.0,9.80225337620297,9.90896697234408,-999.0,0.0,rf0007,9.945253496907108,27342.0,12.068050533613192,11.906901959985744,9.504074910800318,10.361779089510774,10.418215135383097,-21.04514857362745,-21.04514857362745,9.35794687512208,8.71051134360819,9.2471376258622,4.321232244657589,-0.9680144368262823,5680.448816621246,0.0,2.0,0.0,10.262527006421093,1.0,11.423085806288325,1.0,1.5828,0.40102893254309824,-999.0,0.0
4.3576,-0.9785,17.21,0.023,15.857,0.095,14.642,0.028,13.992,0.026,13.65,0.022,13.377,0.021,12.648,0.026,11.588,0.05,0.0,0.0,12.167,0.061,11.504,0.022,11.137,0.138,0.1961,0.1443,0.1047,0.0794,0.0563,0.0457,0.0343,0.0219,0.014,0.0,0.0,0.349,0.3583,10.221683291896843,2.9942017,1.6836777,-19.388,-21.071,-17.627,-20.621,1.8044777,1.2187462,-19.852,-18.817,2.1117306,1.4104404,-21.263,-20.928,3.4821644,2.599966,-22.452,-22.299,4.424217,3.4333382,-23.286,-23.241,0.5687866,0.32091522,-20.75,-20.052,0.8760395,0.5126095,2.2464733,1.7021351,3.1885262,2.5355072,5.613941,3.8982697,-0.009633478,0.0,1.0,5549.8,notineco,11.75,23.02,0.54,0.0,0.0,513465588.8554811,0,0.0,0.0,0.0,GBT,-20.638,-20.65,-20.027,17.21,0.023,15.857,0.095,14.642,0.028,13.992,0.026,13.65,0.022,13.377,0.021,12.648,0.026,11.588,0.05,0.0,0.0,12.167,0.061,11.504,0.022,11.137,0.138,0.0,0.0,4.412774568871441,8.645282602163453,8.728471195066131,8.856639379286428,0.0,78.89694103463233,5415.982265196453,46322.0,4.357600000000001,-0.9784999999999968,5549.8,1.0,-20.638,-20.638,11.863901959985744,11.694901959985742,8.71051134360819,1.0,10.221683291896843,10.234865991037369,-999.0,0.0,rf0008,10.240029032077368,27342.0,12.068050533613192,11.906901959985744,9.504074910800318,10.361779089510774,10.418215135383097,-21.04514857362745,-21.04514857362745,9.35794687512208,8.71051134360819,9.2471376258622,4.321232244657589,-0.9680144368262823,5680.448816621246,1.0,2.0,0.0,10.262527006421093,1.0,11.423085806288325,1.0,1.5828,0.40102893254309824,-999.0,0.0
4.4165,0.5062,18.949,0.052,18.157,0.029,17.104,0.022,16.697,0.027,16.518,0.022,16.382,0.036,15.946,0.199,15.404,0.321,0.0,0.0,15.378,0.133,14.623,0.117,13.874,0.919,0.1298,0.0955,0.0693,0.0525,0.0373,0.0302,0.0227,0.0145,0.0092,0.0,0.0,0.231,0.2372,8.66120377218905,2.0765638,1.7326775,-16.203,-17.936,-15.674,-17.75,1.3222866,1.1542053,-16.781,-16.428,1.4945564,1.2823086,-18.064,-17.922,2.5984688,2.310093,-19.091,-19.026,3.3679848,3.0331764,-19.815,-19.796,0.3118992,0.23226547,-17.703,-17.438,0.484169,0.36036873,1.5880814,1.3881531,2.3575974,2.1112366,4.122262,3.6116486,0.0034108781,0.0,1.0,5330.5,notineco,5.63,15.33,0.3,70367075.05115306,10111734.865727369,0.0,0,0.0,0.0,0.0,AO,-17.809,-17.778,-17.428,18.949,0.052,18.157,0.029,17.104,0.022,16.697,0.027,16.518,0.022,16.382,0.036,15.946,0.199,15.404,0.321,0.0,0.0,15.378,0.133,14.623,0.117,13.874,0.919,0.0,0.0,2.032623628378729,5.5346572332230775,8.157806396947679,7.993497534758145,0.0,75.79194464922979,5191.009265297949,45827.0,4.416499999999999,0.5062000000000095,5330.500000000001,1.0,-17.809,-999.0,11.168901959985742,10.969901959985744,7.847369499079907,1.0,8.66120377218905,8.72322900284528,-999.0,0.0,rf0009,8.745754448753575,27964.0,11.185901959985744,10.987901959985743,7.993497534758145,8.66120377218905,8.745754448753575,-17.809,-999.0,7.847369499079907,7.847369499079907,-inf,4.416499999999999,0.5062000000000095,5330.500000000001,1.0,0.0,1.0,10.726582465652005,1.0,11.689065187808174,0.0,1.0,0.0,-999.0,0.0
4.4759,0.3293,18.165,0.038,17.773,0.028,16.939,0.021,16.642,0.046,16.481,0.065,16.389,0.054,15.809,0.165,15.087,0.21,0.0,0.0,15.604,0.134,0.0,0.0,14.243,0.246,0.1429,0.1051,0.0763,0.0578,0.041,0.0333,0.025,0.016,0.0102,0.0,0.0,0.2543,0.2611,8.5014578367994,1.2903786,0.7719555,-17.426,-18.198,-16.553,-17.843,0.9697571,0.6983509,-17.499,-16.874,1.1011887,0.7504463,-18.25,-17.975,2.179964,1.6833668,-19.183,-19.054,2.9541702,2.365528,-19.865,-19.828,0.20713806,0.07592964,-18.122,-17.636,0.33856964,0.12802505,1.417345,1.0609455,2.1915512,1.7431068,3.2747917,2.4391327,0.008453286,0.0,1.0,5446.7,notineco,3.99,8.03,0.9,2915281303.785862,127366081.94588688,0.0,1,961915756.3482212,230463000.0,428579000.0,ALFALFA,-17.918,-17.872,-17.65,18.165,0.038,17.773,0.028,16.939,0.021,16.642,0.046,16.481,0.065,16.389,0.054,15.809,0.165,15.087,0.21,0.0,0.0,15.604,0.134,0.0,0.0,14.243,0.246,0.0,0.0,1.4712397167499642,2.9609160214291257,7.992365294755082,9.15052007219886,1.0,77.43731185064907,5308.047884984296,45828.0,4.478373168381284,0.3322778978068157,5498.699987685833,2.0,-20.11581483850928,-19.962,11.683901959985745,11.507901959985745,9.537001081365789,0.0,9.488865007324026,9.814629608616611,-999.0,0.0,rf0010,9.238427800004313,27343.0,11.766716798495017,11.593901959985743,9.683129117044027,9.488865007324026,9.897799718156667,-20.115814838509273,-19.962,9.537001081365789,9.386203426042654,9.004392036520622,4.4783731683812835,0.33227789780681577,5498.699987685833,0.0,1.0,1.0,11.051838670417775,1.0,11.77257916796958,0.0,1.0,0.10110334941589648,-999.0,0.0
